date,source_id,source_type,source_name,sessions,users,pageviews,bounce_rate,avg_session_duration,conversions,form_fills,page_engagement,events,Coversion rate,Form fill rate,event conversion rate,Page engagement rate
20/04/2024,5,Paid,Google Ads,399,391,659,40.21%,224.303537,4,2,36,5,1.00%,0.50%,1.25%,5.46%
20/04/2024,6,Paid,LinkedIn Ads,253,228,474,53.72%,185.51632,1,7,15,17,0.40%,2.77%,6.72%,3.16%
21/04/2024,1,Owned,Blog,279,235,414,65.13%,270.422964,16,3,6,11,5.73%,1.08%,3.94%,1.45%
21/04/2024,2,Owned,Email,95,82,168,61.29%,194.926077,7,4,35,13,7.37%,4.21%,13.68%,20.83%
21/04/2024,3,Earned,Social Media,71,69,98,61.15%,65.9258161,11,2,12,9,15.49%,2.82%,12.68%,12.24%
21/04/2024,4,Earned,Referrals,487,373,830,57.63%,255.386625,3,2,44,13,0.62%,0.41%,2.67%,5.30%
21/04/2024,5,Paid,Google Ads,372,308,687,69.52%,130.183399,17,6,15,4,4.57%,1.61%,1.08%,2.18%
21/04/2024,6,Paid,LinkedIn Ads,256,226,460,58.73%,72.2063398,17,8,21,3,6.64%,3.13%,1.17%,4.57%
22/04/2024,1,Owned,Blog,366,357,581,32.32%,109.127343,3,7,10,11,0.82%,1.91%,3.01%,1.72%
22/04/2024,2,Owned,Email,376,315,505,47.00%,151.590391,19,7,8,15,5.05%,1.86%,3.99%,1.58%
22/04/2024,3,Earned,Social Media,310,263,438,36.58%,219.76936,1,3,6,13,0.32%,0.97%,4.19%,1.37%
22/04/2024,4,Earned,Referrals,220,207,433,46.77%,136.560503,3,8,12,19,1.36%,3.64%,8.64%,2.77%
22/04/2024,5,Paid,Google Ads,195,163,323,68.16%,119.31484,2,3,18,8,1.03%,1.54%,4.10%,5.57%
22/04/2024,6,Paid,LinkedIn Ads,221,219,437,64.65%,262.405156,12,5,10,9,5.43%,2.26%,4.07%,2.29%
23/04/2024,1,Owned,Blog,414,310,747,53.11%,85.887168,9,9,9,18,2.17%,2.17%,4.35%,1.20%
23/04/2024,2,Owned,Email,171,126,244,49.85%,224.338912,16,8,2,17,9.36%,4.68%,9.94%,0.82%
23/04/2024,3,Earned,Social Media,207,156,373,54.37%,168.538318,18,6,22,6,8.70%,2.90%,2.90%,5.90%
23/04/2024,4,Earned,Referrals,138,100,250,58.97%,183.296144,16,6,43,9,11.59%,4.35%,6.52%,17.20%
23/04/2024,5,Paid,Google Ads,82,78,148,56.71%,286.168879,12,4,16,10,14.63%,4.88%,12.20%,10.81%
23/04/2024,6,Paid,LinkedIn Ads,74,72,120,39.58%,158.022552,6,5,38,14,8.11%,6.76%,18.92%,31.67%
24/04/2024,1,Owned,Blog,130,124,217,46.39%,171.448086,11,3,17,14,8.46%,2.31%,10.77%,7.83%
24/04/2024,2,Owned,Email,478,467,726,65.15%,63.1075688,7,7,36,13,1.46%,1.46%,2.72%,4.96%
24/04/2024,3,Earned,Social Media,183,171,259,62.53%,63.0182042,13,4,29,12,7.10%,2.19%,6.56%,11.20%
24/04/2024,4,Earned,Referrals,203,201,346,40.39%,75.8232229,5,6,33,1,2.46%,2.96%,0.49%,9.54%
24/04/2024,5,Paid,Google Ads,224,164,343,37.41%,281.02892,8,8,6,13,3.57%,3.57%,5.80%,1.75%
24/04/2024,6,Paid,LinkedIn Ads,162,129,280,54.21%,285.448247,10,5,49,4,6.17%,3.09%,2.47%,17.50%
25/04/2024,1,Owned,Blog,290,215,523,64.33%,295.944978,16,8,45,4,5.52%,2.76%,1.38%,8.60%
25/04/2024,2,Owned,Email,153,121,280,46.57%,263.952287,12,5,16,1,7.84%,3.27%,0.65%,5.71%
25/04/2024,3,Earned,Social Media,194,193,298,64.77%,74.8418101,7,4,18,16,3.61%,2.06%,8.25%,6.04%
25/04/2024,4,Earned,Referrals,104,76,126,45.47%,238.257232,12,5,36,3,11.54%,4.81%,2.88%,28.57%
25/04/2024,5,Paid,Google Ads,158,147,263,45.09%,287.855903,10,3,3,15,6.33%,1.90%,9.49%,1.14%
25/04/2024,6,Paid,LinkedIn Ads,330,232,554,62.10%,128.123481,2,9,38,16,0.61%,2.73%,4.85%,6.86%
26/04/2024,1,Owned,Blog,469,442,861,63.69%,251.737103,16,4,46,13,3.41%,0.85%,2.77%,5.34%
26/04/2024,2,Owned,Email,329,270,455,61.66%,248.660568,16,8,27,16,4.86%,2.43%,4.86%,5.93%
26/04/2024,3,Earned,Social Media,367,359,694,52.26%,197.240112,3,9,21,1,0.82%,2.45%,0.27%,3.03%
26/04/2024,4,Earned,Referrals,107,104,190,33.79%,246.513274,15,2,26,13,14.02%,1.87%,12.15%,13.68%
26/04/2024,5,Paid,Google Ads,110,90,203,60.41%,116.734233,19,4,33,5,17.27%,3.64%,4.55%,16.26%
26/04/2024,6,Paid,LinkedIn Ads,165,119,258,59.29%,135.934074,10,6,44,14,6.06%,3.64%,8.48%,17.05%
27/04/2024,1,Owned,Blog,144,113,226,36.28%,117.976395,18,7,28,11,12.50%,4.86%,7.64%,12.39%
27/04/2024,2,Owned,Email,313,300,598,67.81%,119.617593,1,2,42,17,0.32%,0.64%,5.43%,7.02%
27/04/2024,3,Earned,Social Media,208,180,315,62.66%,264.485533,2,9,6,15,0.96%,4.33%,7.21%,1.90%
27/04/2024,4,Earned,Referrals,312,309,483,32.79%,214.415849,9,5,11,8,2.88%,1.60%,2.56%,2.28%
27/04/2024,5,Paid,Google Ads,489,365,920,30.75%,71.497401,11,2,36,7,2.25%,0.41%,1.43%,3.91%
27/04/2024,6,Paid,LinkedIn Ads,423,319,751,42.34%,230.461439,13,3,35,13,3.07%,0.71%,3.07%,4.66%
28/04/2024,1,Owned,Blog,411,396,558,52.69%,125.151703,5,6,43,3,1.22%,1.46%,0.73%,7.71%
28/04/2024,2,Owned,Email,116,94,197,64.65%,261.137908,4,9,46,4,3.45%,7.76%,3.45%,23.35%
28/04/2024,3,Earned,Social Media,97,87,126,36.57%,123.635541,7,1,8,3,7.22%,1.03%,3.09%,6.35%
28/04/2024,4,Earned,Referrals,363,308,697,40.70%,141.368739,19,7,44,6,5.23%,1.93%,1.65%,6.31%
28/04/2024,5,Paid,Google Ads,95,92,157,58.92%,253.95188,2,4,46,17,2.11%,4.21%,17.89%,29.30%
28/04/2024,6,Paid,LinkedIn Ads,344,330,417,44.94%,259.942021,7,9,12,14,2.03%,2.62%,4.07%,2.88%
29/04/2024,1,Owned,Blog,195,190,367,46.88%,157.876498,5,4,41,3,2.56%,2.05%,1.54%,11.17%
29/04/2024,2,Owned,Email,380,344,463,39.28%,122.222582,7,1,43,8,1.84%,0.26%,2.11%,9.29%
29/04/2024,3,Earned,Social Media,435,356,614,31.80%,63.8960768,1,1,28,3,0.23%,0.23%,0.69%,4.56%
29/04/2024,4,Earned,Referrals,202,148,351,43.14%,274.196337,17,9,7,14,8.42%,4.46%,6.93%,1.99%
29/04/2024,5,Paid,Google Ads,451,443,634,42.04%,130.2061,2,4,19,11,0.44%,0.89%,2.44%,3.00%
29/04/2024,6,Paid,LinkedIn Ads,147,114,178,66.59%,296.777053,13,1,34,12,8.84%,0.68%,8.16%,19.10%
30/04/2024,1,Owned,Blog,217,175,277,34.45%,178.553642,17,2,21,15,7.83%,0.92%,6.91%,7.58%
30/04/2024,2,Owned,Email,439,407,673,43.19%,197.112585,19,4,29,12,4.33%,0.91%,2.73%,4.31%
30/04/2024,3,Earned,Social Media,472,451,670,61.37%,108.210732,13,5,6,7,2.75%,1.06%,1.48%,0.90%
30/04/2024,4,Earned,Referrals,441,346,605,33.27%,109.845392,10,5,17,1,2.27%,1.13%,0.23%,2.81%
30/04/2024,5,Paid,Google Ads,209,169,300,35.38%,296.986592,17,6,31,16,8.13%,2.87%,7.66%,10.33%
30/04/2024,6,Paid,LinkedIn Ads,244,206,379,45.14%,292.766542,8,3,7,14,3.28%,1.23%,5.74%,1.85%
01/05/2024,1,Owned,Blog,213,195,402,66.39%,284.356742,1,6,47,1,0.47%,2.82%,0.47%,11.69%
01/05/2024,2,Owned,Email,438,382,699,36.51%,149.170913,18,6,34,12,4.11%,1.37%,2.74%,4.86%
01/05/2024,3,Earned,Social Media,351,276,563,45.81%,287.772196,12,6,28,14,3.42%,1.71%,3.99%,4.97%
01/05/2024,4,Earned,Referrals,285,258,557,31.11%,238.579068,11,7,13,17,3.86%,2.46%,5.96%,2.33%
01/05/2024,5,Paid,Google Ads,207,193,358,45.99%,71.9586117,15,3,17,13,7.25%,1.45%,6.28%,4.75%
01/05/2024,6,Paid,LinkedIn Ads,279,263,451,64.39%,207.235262,18,3,29,17,6.45%,1.08%,6.09%,6.43%
02/05/2024,1,Owned,Blog,379,286,717,69.23%,208.546261,17,3,37,11,4.49%,0.79%,2.90%,5.16%
02/05/2024,2,Owned,Email,63,52,119,56.51%,61.7021819,9,2,45,9,14.29%,3.17%,14.29%,37.82%
02/05/2024,3,Earned,Social Media,98,90,188,50.58%,144.073592,7,5,48,8,7.14%,5.10%,8.16%,25.53%
02/05/2024,4,Earned,Referrals,294,244,568,36.12%,297.673482,3,8,5,14,1.02%,2.72%,4.76%,0.88%
02/05/2024,5,Paid,Google Ads,75,58,118,67.74%,210.212766,14,1,40,18,18.67%,1.33%,24.00%,33.90%
02/05/2024,6,Paid,LinkedIn Ads,116,101,230,33.83%,166.451146,12,5,9,14,10.34%,4.31%,12.07%,3.91%
03/05/2024,1,Owned,Blog,267,234,508,34.09%,190.203015,11,5,16,9,4.12%,1.87%,3.37%,3.15%
03/05/2024,2,Owned,Email,473,341,883,49.67%,93.1828219,3,3,48,5,0.63%,0.63%,1.06%,5.44%
03/05/2024,3,Earned,Social Media,468,350,705,64.29%,183.38289,17,4,42,7,3.63%,0.85%,1.50%,5.96%
03/05/2024,4,Earned,Referrals,189,153,337,46.58%,65.2000411,15,6,11,8,7.94%,3.17%,4.23%,3.26%
03/05/2024,5,Paid,Google Ads,265,252,378,38.11%,146.157727,19,9,26,7,7.17%,3.40%,2.64%,6.88%
03/05/2024,6,Paid,LinkedIn Ads,65,62,101,61.58%,146.485839,3,3,12,3,4.62%,4.62%,4.62%,11.88%
04/05/2024,1,Owned,Blog,424,360,540,46.60%,104.944176,4,2,25,13,0.94%,0.47%,3.07%,4.63%
04/05/2024,2,Owned,Email,153,124,231,35.62%,169.833535,6,8,16,3,3.92%,5.23%,1.96%,6.93%
04/05/2024,3,Earned,Social Media,191,182,315,49.00%,203.08657,12,3,25,18,6.28%,1.57%,9.42%,7.94%
04/05/2024,4,Earned,Referrals,490,456,763,67.17%,297.883363,6,5,28,11,1.22%,1.02%,2.24%,3.67%
04/05/2024,5,Paid,Google Ads,263,241,415,52.17%,240.307734,9,9,43,4,3.42%,3.42%,1.52%,10.36%
04/05/2024,6,Paid,LinkedIn Ads,269,219,410,44.56%,252.576971,10,3,6,9,3.72%,1.12%,3.35%,1.46%
05/05/2024,1,Owned,Blog,482,474,818,37.81%,215.638679,1,5,36,11,0.21%,1.04%,2.28%,4.40%
05/05/2024,2,Owned,Email,428,349,706,62.62%,220.047169,19,6,34,10,4.44%,1.40%,2.34%,4.82%
05/05/2024,3,Earned,Social Media,416,338,528,45.66%,168.920529,11,6,38,2,2.64%,1.44%,0.48%,7.20%
05/05/2024,4,Earned,Referrals,329,265,489,69.17%,116.136209,14,8,14,15,4.26%,2.43%,4.56%,2.86%
05/05/2024,5,Paid,Google Ads,455,321,795,47.95%,233.815359,6,7,22,12,1.32%,1.54%,2.64%,2.77%
05/05/2024,6,Paid,LinkedIn Ads,92,68,168,39.15%,82.3976442,9,3,47,11,9.78%,3.26%,11.96%,27.98%
06/05/2024,1,Owned,Blog,483,406,937,47.88%,231.466052,13,6,12,11,2.69%,1.24%,2.28%,1.28%
06/05/2024,2,Owned,Email,329,251,649,33.19%,242.666006,18,6,34,15,5.47%,1.82%,4.56%,5.24%
06/05/2024,3,Earned,Social Media,247,204,394,41.90%,122.284035,3,1,20,9,1.21%,0.40%,3.64%,5.08%
06/05/2024,4,Earned,Referrals,461,459,656,58.79%,123.199875,4,1,8,4,0.87%,0.22%,0.87%,1.22%
06/05/2024,5,Paid,Google Ads,233,226,356,53.87%,138.941257,1,2,39,9,0.43%,0.86%,3.86%,10.96%
06/05/2024,6,Paid,LinkedIn Ads,172,145,247,43.10%,282.472266,6,9,19,2,3.49%,5.23%,1.16%,7.69%
07/05/2024,1,Owned,Blog,229,208,381,51.12%,159.142959,9,8,10,8,3.93%,3.49%,3.49%,2.62%
07/05/2024,2,Owned,Email,381,304,619,61.53%,230.243755,12,4,29,18,3.15%,1.05%,4.72%,4.68%
07/05/2024,3,Earned,Social Media,182,175,309,35.81%,205.80941,16,1,39,12,8.79%,0.55%,6.59%,12.62%
07/05/2024,4,Earned,Referrals,497,426,660,35.92%,187.063034,3,9,2,5,0.60%,1.81%,1.01%,0.30%
07/05/2024,5,Paid,Google Ads,166,145,322,39.52%,173.381103,4,3,48,18,2.41%,1.81%,10.84%,14.91%
07/05/2024,6,Paid,LinkedIn Ads,484,469,832,59.43%,207.457642,16,7,14,18,3.31%,1.45%,3.72%,1.68%
08/05/2024,1,Owned,Blog,93,84,147,39.54%,165.440194,8,3,45,19,8.60%,3.23%,20.43%,30.61%
08/05/2024,2,Owned,Email,233,186,349,47.15%,223.933589,12,7,23,13,5.15%,3.00%,5.58%,6.59%
08/05/2024,3,Earned,Social Media,62,45,74,38.32%,80.4850888,14,3,25,2,22.58%,4.84%,3.23%,33.78%
08/05/2024,4,Earned,Referrals,148,146,214,39.83%,203.269821,2,9,26,16,1.35%,6.08%,10.81%,12.15%
08/05/2024,5,Paid,Google Ads,309,296,518,59.45%,268.816929,9,6,13,5,2.91%,1.94%,1.62%,2.51%
08/05/2024,6,Paid,LinkedIn Ads,188,146,276,47.62%,262.440207,6,6,41,13,3.19%,3.19%,6.91%,14.86%
09/05/2024,1,Owned,Blog,379,346,556,48.37%,285.717518,9,6,15,17,2.37%,1.58%,4.49%,2.70%
09/05/2024,2,Owned,Email,218,160,282,42.15%,277.835784,19,6,8,8,8.72%,2.75%,3.67%,2.84%
09/05/2024,3,Earned,Social Media,456,392,857,30.14%,285.632684,11,6,43,10,2.41%,1.32%,2.19%,5.02%
09/05/2024,4,Earned,Referrals,99,69,164,69.98%,201.623879,1,3,45,4,1.01%,3.03%,4.04%,27.44%
09/05/2024,5,Paid,Google Ads,98,90,162,30.70%,69.5439891,11,3,13,12,11.22%,3.06%,12.24%,8.02%
09/05/2024,6,Paid,LinkedIn Ads,344,287,472,45.06%,96.1323292,11,8,25,2,3.20%,2.33%,0.58%,5.30%
10/05/2024,1,Owned,Blog,274,213,529,57.56%,224.715229,13,5,34,6,4.74%,1.82%,2.19%,6.43%
10/05/2024,2,Owned,Email,110,87,137,57.45%,144.450404,15,3,40,10,13.64%,2.73%,9.09%,29.20%
10/05/2024,3,Earned,Social Media,492,487,675,57.14%,173.733547,1,9,42,5,0.20%,1.83%,1.02%,6.22%
10/05/2024,4,Earned,Referrals,79,60,108,52.16%,143.935983,18,3,4,19,22.78%,3.80%,24.05%,3.70%
10/05/2024,5,Paid,Google Ads,91,76,119,67.22%,226.271524,11,6,36,10,12.09%,6.59%,10.99%,30.25%
10/05/2024,6,Paid,LinkedIn Ads,482,391,749,54.13%,274.465212,5,1,9,8,1.04%,0.21%,1.66%,1.20%
11/05/2024,1,Owned,Blog,483,422,734,55.67%,196.667615,12,7,24,17,2.48%,1.45%,3.52%,3.27%
11/05/2024,2,Owned,Email,369,297,506,66.48%,292.825086,7,2,14,3,1.90%,0.54%,0.81%,2.77%
11/05/2024,3,Earned,Social Media,351,247,461,44.75%,259.73388,19,9,39,15,5.41%,2.56%,4.27%,8.46%
11/05/2024,4,Earned,Referrals,289,236,428,59.35%,75.1691571,9,2,13,2,3.11%,0.69%,0.69%,3.04%
11/05/2024,5,Paid,Google Ads,377,364,495,62.65%,206.333617,15,5,13,18,3.98%,1.33%,4.77%,2.63%
11/05/2024,6,Paid,LinkedIn Ads,233,190,358,68.40%,243.286166,16,3,27,12,6.87%,1.29%,5.15%,7.54%
12/05/2024,1,Owned,Blog,345,315,598,62.85%,162.33526,16,2,49,1,4.64%,0.58%,0.29%,8.19%
12/05/2024,2,Owned,Email,317,273,421,43.24%,109.946997,8,1,37,5,2.52%,0.32%,1.58%,8.79%
12/05/2024,3,Earned,Social Media,213,189,293,61.92%,72.9121356,3,3,21,13,1.41%,1.41%,6.10%,7.17%
12/05/2024,4,Earned,Referrals,323,294,526,54.58%,80.0249298,3,2,24,1,0.93%,0.62%,0.31%,4.56%
12/05/2024,5,Paid,Google Ads,430,333,699,32.43%,130.62445,15,4,46,14,3.49%,0.93%,3.26%,6.58%
12/05/2024,6,Paid,LinkedIn Ads,144,125,197,69.03%,248.084879,14,6,24,16,9.72%,4.17%,11.11%,12.18%
13/05/2024,1,Owned,Blog,124,113,156,57.16%,201.77686,9,4,11,15,7.26%,3.23%,12.10%,7.05%
13/05/2024,2,Owned,Email,459,426,792,31.11%,158.087618,9,1,28,12,1.96%,0.22%,2.61%,3.54%
13/05/2024,3,Earned,Social Media,214,170,366,59.47%,198.155694,15,2,25,9,7.01%,0.93%,4.21%,6.83%
13/05/2024,4,Earned,Referrals,101,89,182,48.34%,237.387889,17,8,12,1,16.83%,7.92%,0.99%,6.59%
13/05/2024,5,Paid,Google Ads,154,131,206,56.60%,153.363299,2,1,10,10,1.30%,0.65%,6.49%,4.85%
13/05/2024,6,Paid,LinkedIn Ads,448,350,766,45.60%,132.736629,19,2,16,7,4.24%,0.45%,1.56%,2.09%
14/05/2024,1,Owned,Blog,436,355,541,44.38%,113.516149,18,1,3,17,4.13%,0.23%,3.90%,0.55%
14/05/2024,2,Owned,Email,50,43,94,48.62%,104.615639,12,3,38,2,24.00%,6.00%,4.00%,40.43%
14/05/2024,3,Earned,Social Media,91,66,131,57.71%,105.972629,14,8,29,15,15.38%,8.79%,16.48%,22.14%
14/05/2024,4,Earned,Referrals,187,144,254,45.63%,211.076688,15,7,17,19,8.02%,3.74%,10.16%,6.69%
14/05/2024,5,Paid,Google Ads,56,50,78,53.67%,131.048587,2,1,11,4,3.57%,1.79%,7.14%,14.10%
14/05/2024,6,Paid,LinkedIn Ads,367,287,627,55.26%,65.7385353,11,7,5,19,3.00%,1.91%,5.18%,0.80%
15/05/2024,1,Owned,Blog,265,236,499,47.56%,227.410265,12,7,31,12,4.53%,2.64%,4.53%,6.21%
15/05/2024,2,Owned,Email,236,184,403,45.22%,243.658787,16,8,25,11,6.78%,3.39%,4.66%,6.20%
15/05/2024,3,Earned,Social Media,359,264,440,69.86%,102.190803,13,1,1,10,3.62%,0.28%,2.79%,0.23%
15/05/2024,4,Earned,Referrals,165,137,287,44.97%,196.750499,7,1,38,16,4.24%,0.61%,9.70%,13.24%
15/05/2024,5,Paid,Google Ads,353,281,487,31.59%,282.812613,2,1,8,7,0.57%,0.28%,1.98%,1.64%
15/05/2024,6,Paid,LinkedIn Ads,149,136,287,59.16%,85.7148763,1,6,9,15,0.67%,4.03%,10.07%,3.14%
16/05/2024,1,Owned,Blog,344,296,490,57.37%,282.555641,7,1,9,17,2.03%,0.29%,4.94%,1.84%
16/05/2024,2,Owned,Email,93,70,127,35.97%,105.138333,8,8,33,15,8.60%,8.60%,16.13%,25.98%
16/05/2024,3,Earned,Social Media,448,397,871,46.84%,212.776142,5,6,16,19,1.12%,1.34%,4.24%,1.84%
16/05/2024,4,Earned,Referrals,383,278,516,40.47%,184.462386,10,2,9,9,2.61%,0.52%,2.35%,1.74%
16/05/2024,5,Paid,Google Ads,77,61,114,57.83%,149.583318,16,9,31,17,20.78%,11.69%,22.08%,27.19%
16/05/2024,6,Paid,LinkedIn Ads,151,139,207,39.11%,210.691879,15,8,30,8,9.93%,5.30%,5.30%,14.49%
17/05/2024,1,Owned,Blog,250,177,452,62.26%,280.915344,8,3,46,11,3.20%,1.20%,4.40%,10.18%
17/05/2024,2,Owned,Email,479,419,734,57.89%,178.965427,10,2,38,5,2.09%,0.42%,1.04%,5.18%
17/05/2024,3,Earned,Social Media,325,285,590,57.95%,163.801279,17,6,42,5,5.23%,1.85%,1.54%,7.12%
17/05/2024,4,Earned,Referrals,151,113,201,47.47%,275.364482,3,9,15,7,1.99%,5.96%,4.64%,7.46%
17/05/2024,5,Paid,Google Ads,489,391,628,38.26%,133.568894,13,9,11,12,2.66%,1.84%,2.45%,1.75%
17/05/2024,6,Paid,LinkedIn Ads,241,176,357,56.30%,196.763924,15,5,31,1,6.22%,2.07%,0.41%,8.68%
18/05/2024,1,Owned,Blog,370,302,563,65.24%,216.114824,19,1,39,12,5.14%,0.27%,3.24%,6.93%
18/05/2024,2,Owned,Email,431,341,692,34.38%,119.329713,4,8,38,6,0.93%,1.86%,1.39%,5.49%
18/05/2024,3,Earned,Social Media,166,143,232,61.40%,70.7207968,4,4,15,3,2.41%,2.41%,1.81%,6.47%
18/05/2024,4,Earned,Referrals,124,95,161,42.32%,64.6406995,16,9,23,4,12.90%,7.26%,3.23%,14.29%
18/05/2024,5,Paid,Google Ads,385,280,737,49.92%,88.2481726,1,6,5,9,0.26%,1.56%,2.34%,0.68%
18/05/2024,6,Paid,LinkedIn Ads,222,171,346,52.92%,280.72211,17,7,3,3,7.66%,3.15%,1.35%,0.87%
19/05/2024,1,Owned,Blog,232,171,380,52.37%,209.609553,11,2,41,17,4.74%,0.86%,7.33%,10.79%
19/05/2024,2,Owned,Email,365,271,657,52.95%,127.386351,3,7,35,19,0.82%,1.92%,5.21%,5.33%
19/05/2024,3,Earned,Social Media,245,181,350,51.36%,255.343664,2,2,2,13,0.82%,0.82%,5.31%,0.57%
19/05/2024,4,Earned,Referrals,252,226,374,37.15%,188.169317,9,9,29,6,3.57%,3.57%,2.38%,7.75%
19/05/2024,5,Paid,Google Ads,448,413,738,63.21%,298.78771,16,5,16,15,3.57%,1.12%,3.35%,2.17%
19/05/2024,6,Paid,LinkedIn Ads,328,266,498,52.88%,142.102894,10,3,45,14,3.05%,0.91%,4.27%,9.04%
20/05/2024,1,Owned,Blog,76,65,144,59.09%,193.013639,15,6,48,6,19.74%,7.89%,7.89%,33.33%
20/05/2024,2,Owned,Email,96,84,190,53.56%,216.562837,16,1,8,17,16.67%,1.04%,17.71%,4.21%
20/05/2024,3,Earned,Social Media,305,260,402,54.74%,171.674454,6,4,41,18,1.97%,1.31%,5.90%,10.20%
20/05/2024,4,Earned,Referrals,157,140,244,62.57%,151.30063,18,9,18,1,11.46%,5.73%,0.64%,7.38%
20/05/2024,5,Paid,Google Ads,429,331,594,49.19%,194.392846,10,6,23,5,2.33%,1.40%,1.17%,3.87%
20/05/2024,6,Paid,LinkedIn Ads,360,322,574,31.11%,146.315731,2,4,49,2,0.56%,1.11%,0.56%,8.54%
21/05/2024,1,Owned,Blog,55,50,70,34.87%,159.860088,8,3,5,18,14.55%,5.45%,32.73%,7.14%
21/05/2024,2,Owned,Email,428,322,657,40.93%,76.1852634,16,5,24,14,3.74%,1.17%,3.27%,3.65%
21/05/2024,3,Earned,Social Media,302,263,584,34.01%,293.38066,3,8,8,8,0.99%,2.65%,2.65%,1.37%
21/05/2024,4,Earned,Referrals,413,289,647,48.76%,257.693174,18,2,42,10,4.36%,0.48%,2.42%,6.49%
21/05/2024,5,Paid,Google Ads,73,58,134,46.12%,76.7708207,9,9,3,6,12.33%,12.33%,8.22%,2.24%
21/05/2024,6,Paid,LinkedIn Ads,448,413,649,34.16%,258.061569,15,4,42,5,3.35%,0.89%,1.12%,6.47%
22/05/2024,1,Owned,Blog,76,56,100,61.79%,254.635527,15,9,2,7,19.74%,11.84%,9.21%,2.00%
22/05/2024,2,Owned,Email,260,257,457,35.70%,196.698815,18,8,17,2,6.92%,3.08%,0.77%,3.72%
22/05/2024,3,Earned,Social Media,411,287,779,48.81%,120.851182,9,2,41,1,2.19%,0.49%,0.24%,5.26%
22/05/2024,4,Earned,Referrals,196,177,349,65.13%,134.468544,13,8,8,11,6.63%,4.08%,5.61%,2.29%
22/05/2024,5,Paid,Google Ads,496,380,766,62.35%,159.787674,6,4,30,3,1.21%,0.81%,0.60%,3.92%
22/05/2024,6,Paid,LinkedIn Ads,76,70,125,50.83%,124.582041,11,4,44,15,14.47%,5.26%,19.74%,35.20%
23/05/2024,1,Owned,Blog,299,236,574,68.15%,270.898045,19,4,29,8,6.35%,1.34%,2.68%,5.05%
23/05/2024,2,Owned,Email,439,313,618,58.13%,142.656376,16,7,33,4,3.64%,1.59%,0.91%,5.34%
23/05/2024,3,Earned,Social Media,302,278,514,68.18%,65.053679,19,4,29,9,6.29%,1.32%,2.98%,5.64%
23/05/2024,4,Earned,Referrals,483,480,596,31.04%,284.434765,3,8,42,1,0.62%,1.66%,0.21%,7.05%
23/05/2024,5,Paid,Google Ads,349,301,613,57.36%,206.908353,15,9,22,13,4.30%,2.58%,3.72%,3.59%
23/05/2024,6,Paid,LinkedIn Ads,221,167,305,37.18%,67.6108961,8,6,30,11,3.62%,2.71%,4.98%,9.84%
24/05/2024,1,Owned,Blog,281,206,419,45.90%,279.116634,18,5,39,10,6.41%,1.78%,3.56%,9.31%
24/05/2024,2,Owned,Email,431,358,616,62.89%,132.741042,9,8,41,7,2.09%,1.86%,1.62%,6.66%
24/05/2024,3,Earned,Social Media,475,389,579,50.90%,299.694095,5,7,47,6,1.05%,1.47%,1.26%,8.12%
24/05/2024,4,Earned,Referrals,235,230,439,68.43%,87.8126696,13,2,8,9,5.53%,0.85%,3.83%,1.82%
24/05/2024,5,Paid,Google Ads,224,200,389,68.95%,245.045685,14,8,3,11,6.25%,3.57%,4.91%,0.77%
24/05/2024,6,Paid,LinkedIn Ads,317,294,527,45.46%,223.549944,11,5,43,14,3.47%,1.58%,4.42%,8.16%
25/05/2024,1,Owned,Blog,259,224,452,64.14%,189.998955,5,2,28,13,1.93%,0.77%,5.02%,6.19%
25/05/2024,2,Owned,Email,249,180,357,64.35%,208.362533,18,9,27,14,7.23%,3.61%,5.62%,7.56%
25/05/2024,3,Earned,Social Media,162,160,211,51.23%,134.813734,2,6,40,17,1.23%,3.70%,10.49%,18.96%
25/05/2024,4,Earned,Referrals,442,366,808,66.30%,178.553703,10,6,48,6,2.26%,1.36%,1.36%,5.94%
25/05/2024,5,Paid,Google Ads,94,77,141,44.89%,254.10026,13,2,42,12,13.83%,2.13%,12.77%,29.79%
25/05/2024,6,Paid,LinkedIn Ads,341,303,602,56.85%,227.389423,14,9,27,16,4.11%,2.64%,4.69%,4.49%
26/05/2024,1,Owned,Blog,421,369,599,55.24%,235.513575,5,4,48,19,1.19%,0.95%,4.51%,8.01%
26/05/2024,2,Owned,Email,123,91,177,35.91%,85.2157557,12,3,43,15,9.76%,2.44%,12.20%,24.29%
26/05/2024,3,Earned,Social Media,190,161,347,30.25%,127.455444,12,1,3,15,6.32%,0.53%,7.89%,0.86%
26/05/2024,4,Earned,Referrals,203,154,257,60.68%,186.31535,15,2,16,9,7.39%,0.99%,4.43%,6.23%
26/05/2024,5,Paid,Google Ads,158,157,210,36.76%,165.701712,11,4,35,6,6.96%,2.53%,3.80%,16.67%
26/05/2024,6,Paid,LinkedIn Ads,148,113,266,48.26%,77.0265283,6,2,8,8,4.05%,1.35%,5.41%,3.01%
27/05/2024,1,Owned,Blog,468,466,628,61.82%,218.357783,17,2,36,19,3.63%,0.43%,4.06%,5.73%
27/05/2024,2,Owned,Email,82,74,159,48.49%,231.181496,17,8,7,19,20.73%,9.76%,23.17%,4.40%
27/05/2024,3,Earned,Social Media,119,113,144,30.96%,67.9505591,8,1,36,6,6.72%,0.84%,5.04%,25.00%
27/05/2024,4,Earned,Referrals,387,296,574,31.86%,133.47909,11,6,21,10,2.84%,1.55%,2.58%,3.66%
